Origen,Destino,Peso
Nodo_40,Nodo_30,965
Nodo_43,Nodo_2,527
Nodo_46,Nodo_30,851
Nodo_27,Nodo_47,88
Nodo_49,Nodo_29,545
Nodo_9,Nodo_6,819
Nodo_18,Nodo_17,472
Nodo_36,Nodo_22,515
Nodo_12,Nodo_14,692
Nodo_18,Nodo_5,872
Nodo_24,Nodo_18,956
Nodo_31,Nodo_2,444
Nodo_19,Nodo_45,937
Nodo_45,Nodo_21,620
Nodo_15,Nodo_28,108
Nodo_6,Nodo_25,377
Nodo_13,Nodo_17,914
Nodo_8,Nodo_45,365
Nodo_47,Nodo_41,978
Nodo_34,Nodo_10,282
Nodo_49,Nodo_42,759
Nodo_2,Nodo_24,207
Nodo_25,Nodo_24,55
Nodo_42,Nodo_31,139
Nodo_15,Nodo_28,434
Nodo_17,Nodo_2,101
Nodo_36,Nodo_21,249
Nodo_11,Nodo_48,718
Nodo_7,Nodo_9,361
Nodo_10,Nodo_42,175
Nodo_10,Nodo_6,359
Nodo_42,Nodo_50,23
Nodo_3,Nodo_18,829
Nodo_4,Nodo_24,669
Nodo_4,Nodo_25,211
Nodo_50,Nodo_10,719
Nodo_25,Nodo_23,278
Nodo_32,Nodo_26,777
Nodo_39,Nodo_38,484
Nodo_36,Nodo_21,183
Nodo_49,Nodo_31,582
Nodo_3,Nodo_22,15
Nodo_3,Nodo_24,511
Nodo_16,Nodo_22,598
Nodo_15,Nodo_24,387
Nodo_47,Nodo_41,909
Nodo_30,Nodo_2,461
Nodo_34,Nodo_30,215
Nodo_1,Nodo_16,3
Nodo_8,Nodo_14,560
Nodo_35,Nodo_10,496
Nodo_16,Nodo_31,794
Nodo_40,Nodo_21,334
Nodo_11,Nodo_15,358
Nodo_18,Nodo_36,366
Nodo_17,Nodo_38,612
Nodo_11,Nodo_22,680
Nodo_14,Nodo_21,252
Nodo_39,Nodo_20,151
Nodo_18,Nodo_10,369
Nodo_22,Nodo_5,39
Nodo_5,Nodo_35,501
Nodo_48,Nodo_7,877
Nodo_40,Nodo_49,463
Nodo_10,Nodo_2,136
Nodo_10,Nodo_21,508
Nodo_45,Nodo_6,614
Nodo_10,Nodo_15,991
Nodo_19,Nodo_24,795
Nodo_48,Nodo_42,323
Nodo_10,Nodo_28,355
Nodo_30,Nodo_1,275
Nodo_25,Nodo_8,894
Nodo_30,Nodo_14,317
Nodo_48,Nodo_19,886
Nodo_23,Nodo_48,886
Nodo_12,Nodo_3,596
Nodo_19,Nodo_45,91
Nodo_38,Nodo_22,766
Nodo_13,Nodo_25,480
Nodo_3,Nodo_11,259
Nodo_9,Nodo_21,367
Nodo_33,Nodo_18,13
Nodo_29,Nodo_44,334
Nodo_37,Nodo_45,773
Nodo_44,Nodo_47,71
Nodo_2,Nodo_42,274
Nodo_50,Nodo_17,91
Nodo_22,Nodo_42,363
Nodo_18,Nodo_1,41
Nodo_50,Nodo_26,254
Nodo_49,Nodo_37,136
Nodo_45,Nodo_20,931
Nodo_49,Nodo_33,206
Nodo_18,Nodo_44,640
Nodo_30,Nodo_19,813
Nodo_10,Nodo_35,996
Nodo_35,Nodo_29,857
Nodo_27,Nodo_33,245
Nodo_39,Nodo_50,137
Nodo_44,Nodo_34,278
Nodo_32,Nodo_50,105
Nodo_13,Nodo_42,137
Nodo_10,Nodo_7,913
Nodo_18,Nodo_9,56
Nodo_34,Nodo_10,796
Nodo_38,Nodo_26,166
Nodo_19,Nodo_20,437
Nodo_4,Nodo_48,962
Nodo_45,Nodo_39,912
Nodo_5,Nodo_29,120
Nodo_23,Nodo_44,588
Nodo_36,Nodo_13,536
Nodo_34,Nodo_48,885
Nodo_10,Nodo_38,200
Nodo_40,Nodo_22,258
Nodo_12,Nodo_13,662
Nodo_10,Nodo_7,972
Nodo_20,Nodo_48,66
Nodo_5,Nodo_1,84
Nodo_16,Nodo_39,863
Nodo_9,Nodo_27,991
Nodo_1,Nodo_24,809
Nodo_50,Nodo_20,812
Nodo_33,Nodo_13,856
Nodo_21,Nodo_26,185
Nodo_29,Nodo_32,809
Nodo_17,Nodo_23,974
Nodo_32,Nodo_23,949
Nodo_10,Nodo_6,445
Nodo_37,Nodo_24,310
Nodo_37,Nodo_19,507
Nodo_22,Nodo_13,470
Nodo_4,Nodo_48,21
Nodo_23,Nodo_3,280
Nodo_39,Nodo_27,93
Nodo_8,Nodo_23,153
Nodo_3,Nodo_7,912
Nodo_42,Nodo_9,122
Nodo_26,Nodo_29,129
Nodo_24,Nodo_38,788
Nodo_3,Nodo_19,472
Nodo_29,Nodo_8,998
Nodo_13,Nodo_16,382
Nodo_9,Nodo_3,215
Nodo_9,Nodo_44,907
Nodo_23,Nodo_49,384
Nodo_43,Nodo_9,630
Nodo_41,Nodo_2,797
Nodo_42,Nodo_34,749
Nodo_3,Nodo_18,795
Nodo_45,Nodo_50,76
Nodo_26,Nodo_7,23
Nodo_2,Nodo_22,396
Nodo_26,Nodo_38,366
Nodo_10,Nodo_32,902
Nodo_3,Nodo_14,257
Nodo_11,Nodo_9,240
Nodo_34,Nodo_25,320
Nodo_6,Nodo_31,383
Nodo_20,Nodo_1,179
Nodo_40,Nodo_31,852
Nodo_30,Nodo_1,183
Nodo_50,Nodo_24,181
Nodo_23,Nodo_36,381
Nodo_18,Nodo_40,575
Nodo_42,Nodo_24,323
Nodo_1,Nodo_47,944
Nodo_11,Nodo_5,432
Nodo_6,Nodo_50,814
Nodo_19,Nodo_41,365
Nodo_48,Nodo_41,139
Nodo_20,Nodo_3,737
Nodo_25,Nodo_45,536
Nodo_43,Nodo_29,351
Nodo_20,Nodo_3,856
Nodo_2,Nodo_29,999
Nodo_15,Nodo_12,582
Nodo_45,Nodo_31,718
Nodo_50,Nodo_18,342
Nodo_31,Nodo_41,453
Nodo_38,Nodo_35,556
Nodo_12,Nodo_26,602
Nodo_36,Nodo_26,699
Nodo_45,Nodo_6,414
Nodo_37,Nodo_5,923
Nodo_4,Nodo_21,739
Nodo_42,Nodo_34,702
Nodo_27,Nodo_6,26
Nodo_1,Nodo_16,531
Nodo_37,Nodo_25,505
Nodo_10,Nodo_15,238
Nodo_43,Nodo_35,923
Nodo_31,Nodo_27,415
Nodo_33,Nodo_12,283
Nodo_20,Nodo_9,747
Nodo_37,Nodo_8,684
Nodo_2,Nodo_20,377
Nodo_45,Nodo_8,675
Nodo_10,Nodo_46,482
Nodo_35,Nodo_36,365
Nodo_27,Nodo_46,943
Nodo_32,Nodo_6,641
Nodo_8,Nodo_11,230
Nodo_30,Nodo_17,928
Nodo_5,Nodo_36,115
Nodo_30,Nodo_35,72
Nodo_2,Nodo_10,477
Nodo_41,Nodo_42,391
Nodo_3,Nodo_40,848
Nodo_37,Nodo_13,400
Nodo_5,Nodo_18,13
Nodo_42,Nodo_7,764
Nodo_12,Nodo_37,756
Nodo_9,Nodo_23,460
Nodo_31,Nodo_39,874
Nodo_48,Nodo_3,816
Nodo_27,Nodo_25,585
Nodo_9,Nodo_37,839
Nodo_32,Nodo_39,401
Nodo_20,Nodo_33,130
Nodo_20,Nodo_43,930
Nodo_35,Nodo_22,66
Nodo_27,Nodo_33,210
Nodo_32,Nodo_31,437
Nodo_3,Nodo_40,390
Nodo_49,Nodo_31,999
Nodo_26,Nodo_31,241
Nodo_29,Nodo_13,308
Nodo_24,Nodo_31,662
Nodo_13,Nodo_14,567
Nodo_48,Nodo_45,503
Nodo_33,Nodo_29,594
Nodo_5,Nodo_7,367
Nodo_7,Nodo_26,710
Nodo_49,Nodo_41,730
Nodo_28,Nodo_19,298
Nodo_30,Nodo_45,106
Nodo_23,Nodo_7,779
Nodo_19,Nodo_20,237
Nodo_13,Nodo_7,884
Nodo_13,Nodo_27,346
Nodo_28,Nodo_1,802
Nodo_21,Nodo_7,312
Nodo_40,Nodo_15,54
Nodo_5,Nodo_41,624
Nodo_48,Nodo_47,613
Nodo_7,Nodo_33,533
Nodo_9,Nodo_10,362
Nodo_36,Nodo_1,656
Nodo_30,Nodo_9,990
Nodo_14,Nodo_20,7
Nodo_43,Nodo_13,149
Nodo_12,Nodo_20,147
Nodo_50,Nodo_38,230
Nodo_19,Nodo_22,515
Nodo_42,Nodo_7,472
Nodo_29,Nodo_41,711
Nodo_19,Nodo_17,868
Nodo_45,Nodo_7,220
Nodo_6,Nodo_4,891
Nodo_13,Nodo_39,76
Nodo_13,Nodo_25,97
Nodo_48,Nodo_16,52
Nodo_34,Nodo_12,225
Nodo_35,Nodo_5,337
Nodo_47,Nodo_26,762
Nodo_31,Nodo_14,505
Nodo_11,Nodo_36,139
Nodo_23,Nodo_18,959
Nodo_47,Nodo_34,151
Nodo_10,Nodo_27,147
Nodo_10,Nodo_37,511
Nodo_42,Nodo_27,598
Nodo_4,Nodo_20,158
Nodo_48,Nodo_35,99
Nodo_1,Nodo_44,626
Nodo_28,Nodo_1,94
Nodo_28,Nodo_27,836
Nodo_10,Nodo_2,937
Nodo_47,Nodo_43,967
Nodo_43,Nodo_3,170
Nodo_42,Nodo_25,55
Nodo_38,Nodo_18,18
Nodo_28,Nodo_20,873
Nodo_10,Nodo_26,295
Nodo_48,Nodo_10,930
Nodo_16,Nodo_18,872
Nodo_43,Nodo_46,778
Nodo_5,Nodo_11,897
Nodo_6,Nodo_13,88
Nodo_27,Nodo_20,422
Nodo_37,Nodo_23,34
Nodo_49,Nodo_29,901
Nodo_25,Nodo_24,480
Nodo_43,Nodo_49,567
Nodo_46,Nodo_12,953
Nodo_45,Nodo_10,578
Nodo_8,Nodo_16,638
Nodo_19,Nodo_24,644
Nodo_15,Nodo_9,774
Nodo_33,Nodo_5,788
Nodo_38,Nodo_47,286
Nodo_27,Nodo_49,427
Nodo_33,Nodo_26,445
Nodo_7,Nodo_35,546
Nodo_30,Nodo_10,655
Nodo_27,Nodo_43,387
Nodo_22,Nodo_17,400
Nodo_1,Nodo_30,49
Nodo_29,Nodo_36,535
Nodo_25,Nodo_2,646
Nodo_21,Nodo_8,653
Nodo_13,Nodo_36,680
Nodo_37,Nodo_39,592
Nodo_42,Nodo_24,295
Nodo_35,Nodo_45,955
Nodo_15,Nodo_7,823
Nodo_7,Nodo_24,185
Nodo_37,Nodo_3,597
Nodo_23,Nodo_41,508
Nodo_20,Nodo_17,271
Nodo_9,Nodo_27,620
Nodo_32,Nodo_41,875
Nodo_5,Nodo_30,448
Nodo_6,Nodo_41,162
Nodo_48,Nodo_24,710
Nodo_48,Nodo_14,284
Nodo_49,Nodo_44,481
Nodo_29,Nodo_8,281
Nodo_47,Nodo_45,535
Nodo_39,Nodo_12,807
Nodo_45,Nodo_1,10
Nodo_17,Nodo_1,560
Nodo_5,Nodo_10,695
Nodo_43,Nodo_31,302
Nodo_44,Nodo_28,505
Nodo_29,Nodo_12,787
Nodo_18,Nodo_6,569
Nodo_40,Nodo_33,916
Nodo_16,Nodo_36,711
Nodo_4,Nodo_42,63
Nodo_31,Nodo_25,707
Nodo_11,Nodo_3,403
Nodo_37,Nodo_16,689
Nodo_25,Nodo_28,481
Nodo_42,Nodo_8,467
Nodo_24,Nodo_25,811
Nodo_41,Nodo_47,634
Nodo_37,Nodo_45,634
Nodo_26,Nodo_42,190
Nodo_34,Nodo_32,331
Nodo_16,Nodo_3,994
Nodo_18,Nodo_46,959
Nodo_33,Nodo_41,13
Nodo_34,Nodo_16,924
Nodo_39,Nodo_25,796
Nodo_38,Nodo_31,98
Nodo_37,Nodo_13,480
Nodo_14,Nodo_32,496
Nodo_28,Nodo_29,942
Nodo_8,Nodo_39,225
Nodo_8,Nodo_36,530
Nodo_45,Nodo_40,567
Nodo_9,Nodo_30,147
Nodo_15,Nodo_24,356
Nodo_8,Nodo_14,328
Nodo_9,Nodo_25,836
Nodo_21,Nodo_10,593
Nodo_45,Nodo_28,724
Nodo_20,Nodo_27,50
Nodo_25,Nodo_47,182
Nodo_10,Nodo_27,15
Nodo_14,Nodo_49,738
Nodo_20,Nodo_13,47
Nodo_45,Nodo_26,578
Nodo_23,Nodo_37,281
Nodo_45,Nodo_24,57
Nodo_9,Nodo_28,196
Nodo_38,Nodo_39,229
Nodo_37,Nodo_3,810
Nodo_16,Nodo_48,825
Nodo_38,Nodo_21,975
Nodo_21,Nodo_38,81
Nodo_18,Nodo_11,114
Nodo_25,Nodo_49,191
Nodo_17,Nodo_38,317
Nodo_40,Nodo_37,164
Nodo_21,Nodo_7,407
Nodo_1,Nodo_25,109
Nodo_29,Nodo_7,517
Nodo_15,Nodo_3,975
Nodo_8,Nodo_34,709
Nodo_8,Nodo_23,520
Nodo_22,Nodo_23,659
Nodo_12,Nodo_44,617
Nodo_16,Nodo_1,761
Nodo_20,Nodo_28,282
Nodo_35,Nodo_32,610
Nodo_14,Nodo_47,245
Nodo_48,Nodo_9,655
Nodo_9,Nodo_23,658
Nodo_23,Nodo_24,490
Nodo_29,Nodo_20,573
Nodo_5,Nodo_25,386
Nodo_10,Nodo_47,554
Nodo_5,Nodo_37,304
Nodo_46,Nodo_42,709
Nodo_13,Nodo_49,252
Nodo_37,Nodo_15,970
Nodo_19,Nodo_7,599
Nodo_41,Nodo_50,936
Nodo_31,Nodo_34,748
Nodo_17,Nodo_21,790
Nodo_44,Nodo_49,367
Nodo_43,Nodo_9,620
Nodo_14,Nodo_25,330
Nodo_11,Nodo_25,7
Nodo_26,Nodo_5,832
Nodo_43,Nodo_22,272
Nodo_22,Nodo_45,68
Nodo_44,Nodo_31,971
Nodo_44,Nodo_6,907
Nodo_47,Nodo_40,359
Nodo_35,Nodo_2,538
Nodo_45,Nodo_36,959
Nodo_10,Nodo_25,807
Nodo_15,Nodo_46,185
Nodo_14,Nodo_33,758
Nodo_23,Nodo_30,26
Nodo_35,Nodo_26,918
Nodo_24,Nodo_32,949
Nodo_16,Nodo_5,56
Nodo_29,Nodo_1,967
Nodo_25,Nodo_22,371
Nodo_27,Nodo_48,139
Nodo_6,Nodo_18,946
Nodo_10,Nodo_49,379
Nodo_22,Nodo_25,327
Nodo_2,Nodo_46,738
Nodo_15,Nodo_27,689
Nodo_6,Nodo_4,632
Nodo_43,Nodo_47,609
Nodo_28,Nodo_40,934
Nodo_22,Nodo_31,168
Nodo_41,Nodo_9,527
Nodo_23,Nodo_13,195
Nodo_45,Nodo_47,421
Nodo_29,Nodo_1,797
Nodo_13,Nodo_48,433
Nodo_5,Nodo_36,478
Nodo_10,Nodo_33,839
Nodo_6,Nodo_49,210
Nodo_39,Nodo_20,827
Nodo_4,Nodo_31,588
Nodo_39,Nodo_21,51
Nodo_17,Nodo_37,51
Nodo_37,Nodo_14,254
Nodo_11,Nodo_33,895
Nodo_33,Nodo_36,480
Nodo_18,Nodo_43,842
Nodo_2,Nodo_49,427
Nodo_42,Nodo_20,622
Nodo_45,Nodo_40,79
Nodo_38,Nodo_36,461
Nodo_35,Nodo_14,379
Nodo_4,Nodo_35,3
Nodo_45,Nodo_34,497
Nodo_34,Nodo_36,911
Nodo_2,Nodo_28,123
Nodo_19,Nodo_1,914
Nodo_38,Nodo_3,935
Nodo_27,Nodo_32,451
Nodo_7,Nodo_3,870
Nodo_44,Nodo_23,642
Nodo_13,Nodo_40,239
Nodo_33,Nodo_35,847
Nodo_46,Nodo_48,190
Nodo_10,Nodo_2,753
Nodo_34,Nodo_48,993
Nodo_12,Nodo_23,330
Nodo_48,Nodo_30,430
Nodo_34,Nodo_31,866
Nodo_7,Nodo_9,493
Nodo_13,Nodo_27,186
Nodo_31,Nodo_41,346
Nodo_36,Nodo_33,532
Nodo_19,Nodo_11,660
Nodo_13,Nodo_44,839
Nodo_10,Nodo_16,312
Nodo_5,Nodo_34,94
Nodo_48,Nodo_4,720
Nodo_38,Nodo_46,736
Nodo_48,Nodo_6,185
Nodo_2,Nodo_27,756
Nodo_21,Nodo_28,121
Nodo_14,Nodo_6,362
Nodo_45,Nodo_32,860
Nodo_21,Nodo_45,762
Nodo_25,Nodo_40,69
Nodo_48,Nodo_21,493
Nodo_11,Nodo_31,484
Nodo_28,Nodo_16,284
Nodo_38,Nodo_31,724
Nodo_45,Nodo_20,950
Nodo_37,Nodo_44,70
Nodo_43,Nodo_23,645
Nodo_37,Nodo_47,713
Nodo_43,Nodo_13,6
Nodo_34,Nodo_28,5
Nodo_3,Nodo_37,323
Nodo_15,Nodo_10,557
Nodo_37,Nodo_21,995
Nodo_46,Nodo_18,796
Nodo_20,Nodo_30,840
Nodo_21,Nodo_11,740
Nodo_39,Nodo_43,914
Nodo_23,Nodo_32,215
Nodo_43,Nodo_17,965
Nodo_8,Nodo_31,840
Nodo_20,Nodo_19,599
Nodo_42,Nodo_10,529
Nodo_48,Nodo_5,556
Nodo_17,Nodo_10,292
Nodo_37,Nodo_43,357
Nodo_36,Nodo_31,257
Nodo_5,Nodo_18,278
Nodo_5,Nodo_28,743
Nodo_50,Nodo_28,328
Nodo_25,Nodo_9,138
Nodo_33,Nodo_46,276
Nodo_31,Nodo_32,649
Nodo_29,Nodo_28,806
Nodo_44,Nodo_27,284
Nodo_50,Nodo_44,409
Nodo_38,Nodo_12,793
Nodo_23,Nodo_8,493
Nodo_37,Nodo_3,247
Nodo_9,Nodo_34,571
Nodo_45,Nodo_24,49
Nodo_29,Nodo_43,352
Nodo_49,Nodo_13,132
Nodo_12,Nodo_9,669
Nodo_20,Nodo_42,866
Nodo_19,Nodo_40,950
Nodo_43,Nodo_22,426
Nodo_39,Nodo_34,811
Nodo_30,Nodo_36,494
Nodo_26,Nodo_8,648
Nodo_36,Nodo_4,69
Nodo_33,Nodo_22,70
Nodo_41,Nodo_29,511
Nodo_36,Nodo_49,803
Nodo_48,Nodo_6,419
Nodo_8,Nodo_41,531
Nodo_38,Nodo_37,899
Nodo_32,Nodo_48,121
Nodo_5,Nodo_16,965
Nodo_17,Nodo_21,26
Nodo_20,Nodo_19,764
Nodo_35,Nodo_30,170
Nodo_22,Nodo_26,173
Nodo_38,Nodo_7,942
Nodo_38,Nodo_23,435
Nodo_21,Nodo_46,974
Nodo_41,Nodo_35,387
Nodo_13,Nodo_44,809
Nodo_4,Nodo_30,797
Nodo_32,Nodo_16,748
Nodo_7,Nodo_46,701
Nodo_18,Nodo_45,730
Nodo_28,Nodo_35,766
Nodo_15,Nodo_46,649
Nodo_19,Nodo_3,764
Nodo_49,Nodo_11,917
Nodo_16,Nodo_27,879
Nodo_36,Nodo_18,2
Nodo_33,Nodo_9,903
Nodo_27,Nodo_2,885
Nodo_49,Nodo_40,534
Nodo_39,Nodo_21,217
Nodo_35,Nodo_6,498
Nodo_40,Nodo_32,304
Nodo_18,Nodo_22,659
Nodo_24,Nodo_22,536
Nodo_8,Nodo_12,880
Nodo_22,Nodo_41,728
Nodo_41,Nodo_42,22
Nodo_41,Nodo_36,510
Nodo_6,Nodo_5,230
Nodo_12,Nodo_23,224
Nodo_1,Nodo_50,130
Nodo_6,Nodo_19,560
Nodo_32,Nodo_16,947
Nodo_33,Nodo_30,677
Nodo_49,Nodo_13,424
Nodo_18,Nodo_35,259
Nodo_20,Nodo_49,274
Nodo_25,Nodo_34,18
Nodo_38,Nodo_11,348
Nodo_44,Nodo_49,555
Nodo_29,Nodo_21,101
Nodo_17,Nodo_11,695
Nodo_41,Nodo_37,288
Nodo_16,Nodo_1,500
Nodo_12,Nodo_32,532
Nodo_42,Nodo_8,661
Nodo_36,Nodo_29,470
Nodo_3,Nodo_38,379
Nodo_1,Nodo_24,940
Nodo_11,Nodo_48,10
Nodo_13,Nodo_10,531
Nodo_43,Nodo_36,719
Nodo_31,Nodo_30,929
Nodo_24,Nodo_44,150
Nodo_16,Nodo_48,987
Nodo_41,Nodo_17,56
Nodo_40,Nodo_28,765
Nodo_28,Nodo_26,24
Nodo_8,Nodo_12,723
Nodo_18,Nodo_34,860
Nodo_8,Nodo_39,410
Nodo_48,Nodo_4,572
Nodo_45,Nodo_12,381
Nodo_11,Nodo_28,702
Nodo_31,Nodo_33,616
Nodo_3,Nodo_1,186
Nodo_7,Nodo_6,364
Nodo_27,Nodo_33,52
Nodo_36,Nodo_18,185
Nodo_13,Nodo_23,593
Nodo_45,Nodo_41,150
Nodo_27,Nodo_33,268
Nodo_48,Nodo_31,715
Nodo_1,Nodo_18,716
Nodo_23,Nodo_43,948
Nodo_20,Nodo_12,543
Nodo_29,Nodo_44,842
Nodo_9,Nodo_29,957
Nodo_10,Nodo_46,454
Nodo_7,Nodo_23,249
Nodo_15,Nodo_41,714
Nodo_48,Nodo_2,87
Nodo_12,Nodo_44,398
Nodo_11,Nodo_36,887
Nodo_9,Nodo_47,205
Nodo_41,Nodo_14,649
Nodo_28,Nodo_31,245
Nodo_15,Nodo_2,448
Nodo_21,Nodo_23,861
Nodo_32,Nodo_18,868
Nodo_3,Nodo_31,33
Nodo_30,Nodo_17,216
Nodo_38,Nodo_10,987
Nodo_21,Nodo_13,386
Nodo_8,Nodo_18,266
Nodo_26,Nodo_48,366
Nodo_44,Nodo_32,727
Nodo_14,Nodo_47,306
Nodo_43,Nodo_48,47
Nodo_23,Nodo_50,494
Nodo_45,Nodo_8,750
Nodo_1,Nodo_50,50
Nodo_13,Nodo_5,371
Nodo_39,Nodo_21,136
Nodo_26,Nodo_31,644
Nodo_27,Nodo_4,293
Nodo_23,Nodo_45,241
Nodo_33,Nodo_29,566
Nodo_49,Nodo_45,594
Nodo_43,Nodo_18,21
Nodo_7,Nodo_15,700
Nodo_22,Nodo_48,304
Nodo_41,Nodo_37,265
Nodo_44,Nodo_26,682
Nodo_40,Nodo_27,312
Nodo_32,Nodo_30,982
Nodo_7,Nodo_8,545
Nodo_12,Nodo_25,579
Nodo_2,Nodo_47,559
Nodo_15,Nodo_25,588
Nodo_11,Nodo_44,660
Nodo_14,Nodo_11,391
Nodo_5,Nodo_25,41
Nodo_50,Nodo_5,229
Nodo_29,Nodo_11,188
Nodo_1,Nodo_45,214
Nodo_12,Nodo_43,61
Nodo_12,Nodo_4,52
Nodo_27,Nodo_39,559
Nodo_23,Nodo_3,589
Nodo_41,Nodo_10,573
Nodo_31,Nodo_13,202
Nodo_27,Nodo_12,438
Nodo_41,Nodo_10,659
Nodo_39,Nodo_16,913
Nodo_13,Nodo_34,871
Nodo_9,Nodo_10,937
Nodo_48,Nodo_34,688
Nodo_26,Nodo_38,562
Nodo_7,Nodo_6,54
Nodo_27,Nodo_12,425
Nodo_33,Nodo_6,226
Nodo_34,Nodo_37,857
Nodo_36,Nodo_34,176
Nodo_15,Nodo_45,491
Nodo_46,Nodo_27,440
Nodo_42,Nodo_44,93
Nodo_48,Nodo_33,557
Nodo_16,Nodo_20,407
Nodo_13,Nodo_44,283
Nodo_35,Nodo_28,336
Nodo_38,Nodo_42,315
Nodo_35,Nodo_21,706
Nodo_6,Nodo_43,221
Nodo_10,Nodo_33,67
Nodo_35,Nodo_47,405
Nodo_35,Nodo_4,358
Nodo_7,Nodo_8,562
Nodo_24,Nodo_10,687
Nodo_39,Nodo_13,45
Nodo_18,Nodo_15,21
Nodo_37,Nodo_11,922
Nodo_39,Nodo_38,357
Nodo_8,Nodo_4,403
Nodo_33,Nodo_38,310
Nodo_37,Nodo_28,111
Nodo_5,Nodo_16,208
Nodo_42,Nodo_50,747
Nodo_40,Nodo_5,370
Nodo_47,Nodo_36,634
Nodo_8,Nodo_48,797
Nodo_7,Nodo_39,613
Nodo_6,Nodo_35,460
Nodo_43,Nodo_35,902
Nodo_12,Nodo_28,879
Nodo_6,Nodo_8,764
Nodo_14,Nodo_24,677
Nodo_16,Nodo_28,50
Nodo_50,Nodo_10,596
Nodo_39,Nodo_26,988
Nodo_22,Nodo_43,509
Nodo_50,Nodo_12,8
Nodo_37,Nodo_44,301
Nodo_1,Nodo_46,549
Nodo_5,Nodo_22,42
Nodo_21,Nodo_45,328
Nodo_44,Nodo_1,598
Nodo_21,Nodo_17,437
Nodo_35,Nodo_11,663
Nodo_29,Nodo_13,43
Nodo_1,Nodo_43,956
Nodo_6,Nodo_7,747
Nodo_27,Nodo_3,529
Nodo_45,Nodo_27,750
Nodo_18,Nodo_4,552
Nodo_9,Nodo_46,881
Nodo_30,Nodo_39,227
Nodo_14,Nodo_7,542
Nodo_14,Nodo_27,340
Nodo_45,Nodo_39,739
Nodo_34,Nodo_27,799
Nodo_31,Nodo_46,19
Nodo_18,Nodo_41,482
Nodo_33,Nodo_40,308
Nodo_24,Nodo_50,590
Nodo_37,Nodo_21,563
Nodo_24,Nodo_45,667
Nodo_42,Nodo_37,992
Nodo_15,Nodo_11,464
Nodo_23,Nodo_36,144
Nodo_16,Nodo_33,295
Nodo_24,Nodo_17,824
Nodo_18,Nodo_34,174
Nodo_35,Nodo_6,598
Nodo_33,Nodo_30,239
Nodo_49,Nodo_20,311
Nodo_25,Nodo_42,105
Nodo_21,Nodo_30,252
Nodo_37,Nodo_23,599
Nodo_38,Nodo_47,893
Nodo_33,Nodo_24,680
Nodo_24,Nodo_37,910
Nodo_6,Nodo_24,503
Nodo_47,Nodo_7,683
Nodo_8,Nodo_28,927
Nodo_11,Nodo_45,446
Nodo_18,Nodo_4,428
Nodo_3,Nodo_42,939
Nodo_8,Nodo_24,757
Nodo_49,Nodo_27,560
Nodo_32,Nodo_41,699
Nodo_21,Nodo_4,51
Nodo_21,Nodo_10,404
Nodo_20,Nodo_25,50
Nodo_16,Nodo_7,197
Nodo_47,Nodo_35,498
Nodo_9,Nodo_31,92
Nodo_45,Nodo_29,286
Nodo_39,Nodo_21,77
Nodo_33,Nodo_47,745
Nodo_20,Nodo_33,280
Nodo_42,Nodo_26,311
Nodo_40,Nodo_47,220
Nodo_12,Nodo_50,795
Nodo_48,Nodo_5,950
Nodo_42,Nodo_36,227
Nodo_38,Nodo_1,899
Nodo_25,Nodo_27,190
Nodo_20,Nodo_34,309
Nodo_48,Nodo_17,3
Nodo_30,Nodo_37,429
Nodo_40,Nodo_48,528
Nodo_35,Nodo_7,710
Nodo_22,Nodo_25,408
Nodo_12,Nodo_26,176
Nodo_7,Nodo_1,550
Nodo_31,Nodo_3,431
Nodo_39,Nodo_43,439
Nodo_31,Nodo_13,231
Nodo_29,Nodo_34,782
Nodo_26,Nodo_21,85
Nodo_13,Nodo_39,565
Nodo_7,Nodo_34,24
Nodo_46,Nodo_13,332
Nodo_43,Nodo_18,540
Nodo_49,Nodo_33,613
Nodo_2,Nodo_47,117
Nodo_42,Nodo_11,591
Nodo_28,Nodo_19,818
Nodo_33,Nodo_2,882
Nodo_40,Nodo_43,115
Nodo_46,Nodo_12,927
Nodo_48,Nodo_2,85
Nodo_17,Nodo_15,179
Nodo_29,Nodo_44,358
Nodo_13,Nodo_7,183
Nodo_19,Nodo_41,67
Nodo_22,Nodo_24,212
Nodo_18,Nodo_9,667
Nodo_40,Nodo_27,315
Nodo_45,Nodo_17,291
Nodo_13,Nodo_7,689
Nodo_40,Nodo_14,198
Nodo_15,Nodo_32,437
Nodo_34,Nodo_10,103
Nodo_49,Nodo_31,707
Nodo_32,Nodo_23,127
Nodo_39,Nodo_15,575
Nodo_7,Nodo_38,118
Nodo_34,Nodo_24,935
Nodo_35,Nodo_41,655
Nodo_28,Nodo_30,975
Nodo_40,Nodo_18,185
Nodo_13,Nodo_12,551
Nodo_38,Nodo_43,623
Nodo_5,Nodo_45,943
Nodo_41,Nodo_42,984
Nodo_22,Nodo_6,986
Nodo_15,Nodo_18,825
Nodo_23,Nodo_47,987
Nodo_13,Nodo_39,913
Nodo_11,Nodo_1,1000
Nodo_14,Nodo_43,589
Nodo_42,Nodo_29,213
Nodo_34,Nodo_13,126
Nodo_4,Nodo_26,273
Nodo_25,Nodo_44,274
Nodo_7,Nodo_31,849
Nodo_6,Nodo_29,119
Nodo_8,Nodo_33,692
Nodo_44,Nodo_10,354
Nodo_4,Nodo_35,12
Nodo_23,Nodo_5,297
